#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PIK3CA	MAPK3	9606.ENSP00000263967	9606.ENSP00000263025	0	0	0	0	0.049	0	0	0.594	0.597
PIK3CA	E2F1	9606.ENSP00000263967	9606.ENSP00000345571	0	0	0	0	0	0	0	0.400	0.400
PIK3CA	RASSF1	9606.ENSP00000263967	9606.ENSP00000349547	0	0	0	0	0	0	0	0.421	0.421
PIK3CA	CDKN1A	9606.ENSP00000263967	9606.ENSP00000384849	0	0	0	0	0	0	0	0.445	0.445
PIK3CA	RB1	9606.ENSP00000263967	9606.ENSP00000267163	0	0	0	0	0.150	0	0	0.411	0.478
PIK3CA	PRKCB	9606.ENSP00000263967	9606.ENSP00000496129	0	0	0	0	0.043	0	0	0.550	0.551
PIK3CA	CASP9	9606.ENSP00000263967	9606.ENSP00000330237	0	0	0	0	0.085	0.062	0	0.553	0.583
PIK3CA	CDK6	9606.ENSP00000263967	9606.ENSP00000265734	0	0	0	0	0	0	0	0.596	0.596
PIK3CA	TGFA	9606.ENSP00000263967	9606.ENSP00000404131	0	0	0	0	0.058	0	0.400	0.350	0.600
PIK3CA	FOXO3	9606.ENSP00000263967	9606.ENSP00000339527	0	0	0	0	0.107	0.184	0	0.517	0.617
PIK3CA	PRKCA	9606.ENSP00000263967	9606.ENSP00000408695	0	0	0	0	0.049	0.115	0	0.606	0.640
PIK3CA	ARAF	9606.ENSP00000263967	9606.ENSP00000290277	0	0	0	0	0.059	0.327	0	0.553	0.692
PIK3CA	EGF	9606.ENSP00000263967	9606.ENSP00000265171	0	0	0	0	0	0	0.400	0.595	0.746
PIK3CA	CDKN2A	9606.ENSP00000263967	9606.ENSP00000418915	0	0	0	0	0	0	0	0.791	0.791
PIK3CA	MAP2K1	9606.ENSP00000263967	9606.ENSP00000302486	0	0	0	0	0.060	0.176	0	0.815	0.844
PIK3CA	STAT3	9606.ENSP00000263967	9606.ENSP00000264657	0	0	0	0	0.053	0	0.500	0.727	0.859
PIK3CA	GRB2	9606.ENSP00000263967	9606.ENSP00000376345	0	0	0	0	0	0.676	0.400	0.642	0.924
PIK3CA	SOS1	9606.ENSP00000263967	9606.ENSP00000384675	0	0	0	0	0.629	0	0.500	0.636	0.926
PIK3CA	PLCG2	9606.ENSP00000263967	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.315	0.928
PIK3CA	TP53	9606.ENSP00000263967	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.920	0.941
PIK3CA	BRAF	9606.ENSP00000263967	9606.ENSP00000419060	0	0	0	0	0.128	0.190	0	0.931	0.947
PIK3CA	EML4	9606.ENSP00000263967	9606.ENSP00000320663	0	0	0	0	0.049	0.072	0.900	0.609	0.960
PIK3CA	MET	9606.ENSP00000263967	9606.ENSP00000317272	0	0	0	0	0.042	0.069	0.900	0.617	0.961
PIK3CA	JAK3	9606.ENSP00000263967	9606.ENSP00000432511	0	0	0	0	0.048	0.069	0.900	0.675	0.967
PIK3CA	RAF1	9606.ENSP00000263967	9606.ENSP00000401888	0	0	0	0	0.066	0.069	0.900	0.719	0.972
PIK3CA	PDPK1	9606.ENSP00000263967	9606.ENSP00000344220	0	0	0	0	0.126	0.073	0.900	0.744	0.976
PIK3CA	ALK	9606.ENSP00000263967	9606.ENSP00000373700	0	0	0	0	0	0.069	0.900	0.801	0.979
PIK3CA	AKT3	9606.ENSP00000263967	9606.ENSP00000500582	0	0	0	0	0.075	0.098	0.900	0.838	0.984
PIK3CA	AKT2	9606.ENSP00000263967	9606.ENSP00000375892	0	0	0	0	0.042	0.098	0.900	0.841	0.984
PIK3CA	ERBB2	9606.ENSP00000263967	9606.ENSP00000269571	0	0	0	0	0	0.115	0.900	0.927	0.992
PIK3CA	HRAS	9606.ENSP00000263967	9606.ENSP00000407586	0	0	0	0	0.100	0.758	0.900	0.800	0.995
PIK3CA	NRAS	9606.ENSP00000263967	9606.ENSP00000358548	0	0	0	0	0.125	0.483	0.900	0.921	0.995
PIK3CA	PIK3CD	9606.ENSP00000263967	9606.ENSP00000366563	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CA	PIK3CB	9606.ENSP00000263967	9606.ENSP00000501150	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CA	AKT1	9606.ENSP00000263967	9606.ENSP00000451828	0	0	0	0	0.060	0.738	0.900	0.951	0.998
PIK3CA	EGFR	9606.ENSP00000263967	9606.ENSP00000275493	0	0	0	0	0	0.790	0.900	0.976	0.999
PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3CB	MAPK1	9606.ENSP00000501150	9606.ENSP00000215832	0	0	0	0	0.082	0	0	0.601	0.618
PIK3CB	PIK3R2	9606.ENSP00000501150	9606.ENSP00000222254	0	0	0	0	0	0.916	0.914	0.996	0.999
PIK3CB	PLCG1	9606.ENSP00000501150	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.271	0.924
PIK3CB	KRAS	9606.ENSP00000501150	9606.ENSP00000256078	0	0	0	0	0.070	0.216	0.900	0.679	0.973
PIK3CB	CDK4	9606.ENSP00000501150	9606.ENSP00000257904	0	0	0	0	0	0	0	0.581	0.581
PIK3CB	PIK3R3	9606.ENSP00000501150	9606.ENSP00000262741	0	0	0	0	0	0.857	0.914	0.996	0.999
PIK3CB	MAPK3	9606.ENSP00000501150	9606.ENSP00000263025	0	0	0	0	0.049	0	0	0.637	0.640
PIK3CB	PIK3CA	9606.ENSP00000501150	9606.ENSP00000263967	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CB	STAT3	9606.ENSP00000501150	9606.ENSP00000264657	0	0	0	0	0.049	0	0.500	0.357	0.667
PIK3CB	EGF	9606.ENSP00000501150	9606.ENSP00000265171	0	0	0	0	0.055	0	0	0.392	0.401
PIK3CB	CDK6	9606.ENSP00000501150	9606.ENSP00000265734	0	0	0	0	0.042	0	0	0.515	0.516
PIK3CB	TP53	9606.ENSP00000501150	9606.ENSP00000269305	0	0	0	0	0	0	0	0.476	0.476
PIK3CB	ERBB2	9606.ENSP00000501150	9606.ENSP00000269571	0	0	0	0	0	0.162	0.900	0.702	0.972
PIK3CB	EGFR	9606.ENSP00000501150	9606.ENSP00000275493	0	0	0	0	0	0.622	0.900	0.842	0.993
PIK3CB	ARAF	9606.ENSP00000501150	9606.ENSP00000290277	0	0	0	0	0.059	0.069	0	0.636	0.654
PIK3CB	MAP2K1	9606.ENSP00000501150	9606.ENSP00000302486	0	0	0	0	0.068	0	0	0.396	0.413
PIK3CB	MET	9606.ENSP00000501150	9606.ENSP00000317272	0	0	0	0	0.042	0.069	0.900	0.265	0.925
PIK3CB	EML4	9606.ENSP00000501150	9606.ENSP00000320663	0	0	0	0	0.044	0.072	0.900	0.149	0.914
PIK3CB	CASP9	9606.ENSP00000501150	9606.ENSP00000330237	0	0	0	0	0.092	0.062	0	0.514	0.550
PIK3CB	FOXO3	9606.ENSP00000501150	9606.ENSP00000339527	0	0	0	0	0.095	0.184	0	0.628	0.701
PIK3CB	PDPK1	9606.ENSP00000501150	9606.ENSP00000344220	0	0	0	0	0.126	0.073	0.900	0.706	0.973
PIK3CB	NRAS	9606.ENSP00000501150	9606.ENSP00000358548	0	0	0	0	0.074	0.133	0.900	0.422	0.947
PIK3CB	PIK3CD	9606.ENSP00000501150	9606.ENSP00000366563	0	0	0.060	0.956	0	0	0.900	0.983	0.998
PIK3CB	ALK	9606.ENSP00000501150	9606.ENSP00000373700	0	0	0	0	0	0.186	0.900	0.275	0.935
PIK3CB	AKT2	9606.ENSP00000501150	9606.ENSP00000375892	0	0	0	0	0.048	0.276	0.900	0.783	0.983
PIK3CB	GRB2	9606.ENSP00000501150	9606.ENSP00000376345	0	0	0	0	0.064	0.422	0.400	0.389	0.775
PIK3CB	SOS1	9606.ENSP00000501150	9606.ENSP00000384675	0	0	0	0	0.125	0	0.500	0.384	0.707
PIK3CB	CDKN1A	9606.ENSP00000501150	9606.ENSP00000384849	0	0	0	0	0	0	0	0.432	0.432
PIK3CB	RAF1	9606.ENSP00000501150	9606.ENSP00000401888	0	0	0	0	0.059	0.069	0.900	0.387	0.939
PIK3CB	HRAS	9606.ENSP00000501150	9606.ENSP00000407586	0	0	0	0	0.056	0.133	0.900	0.610	0.963
PIK3CB	CDKN2A	9606.ENSP00000501150	9606.ENSP00000418915	0	0	0	0	0	0	0	0.457	0.457
PIK3CB	BRAF	9606.ENSP00000501150	9606.ENSP00000419060	0	0	0	0	0.078	0.069	0	0.525	0.557
PIK3CB	PIK3R1	9606.ENSP00000501150	9606.ENSP00000428056	0	0	0	0	0.049	0.936	0.914	0.996	0.999
PIK3CB	JAK3	9606.ENSP00000501150	9606.ENSP00000432511	0	0	0	0	0.048	0.069	0.900	0.242	0.923
PIK3CB	AKT1	9606.ENSP00000501150	9606.ENSP00000451828	0	0	0	0	0.049	0.334	0.900	0.901	0.992
PIK3CB	PLCG2	9606.ENSP00000501150	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.409	0.938
PIK3CB	AKT3	9606.ENSP00000501150	9606.ENSP00000500582	0	0	0	0	0	0.098	0.900	0.636	0.964
PIK3CD	PIK3R2	9606.ENSP00000366563	9606.ENSP00000222254	0	0	0	0	0.042	0.563	0.914	0.996	0.999
PIK3CD	PLCG1	9606.ENSP00000366563	9606.ENSP00000244007	0	0	0	0	0.050	0	0.900	0.293	0.927
PIK3CD	KRAS	9606.ENSP00000366563	9606.ENSP00000256078	0	0	0	0	0.056	0.352	0.900	0.637	0.974
PIK3CD	PIK3R3	9606.ENSP00000366563	9606.ENSP00000262741	0	0	0	0	0	0.610	0.914	0.996	0.999
PIK3CD	PIK3CA	9606.ENSP00000366563	9606.ENSP00000263967	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CD	STAT3	9606.ENSP00000366563	9606.ENSP00000264657	0	0	0	0	0.083	0	0	0.395	0.421
PIK3CD	TP53	9606.ENSP00000366563	9606.ENSP00000269305	0	0	0	0	0.042	0	0	0.461	0.462
PIK3CD	ERBB2	9606.ENSP00000366563	9606.ENSP00000269571	0	0	0	0	0	0	0.900	0.440	0.941
PIK3CD	EGFR	9606.ENSP00000366563	9606.ENSP00000275493	0	0	0	0	0.042	0	0.900	0.443	0.942
PIK3CD	MET	9606.ENSP00000366563	9606.ENSP00000317272	0	0	0	0	0	0.069	0.900	0.232	0.922
PIK3CD	EML4	9606.ENSP00000366563	9606.ENSP00000320663	0	0	0	0	0.054	0.072	0.900	0.090	0.909
PIK3CD	FOXO3	9606.ENSP00000366563	9606.ENSP00000339527	0	0	0	0	0.043	0.184	0	0.439	0.523
PIK3CD	PDPK1	9606.ENSP00000366563	9606.ENSP00000344220	0	0	0	0	0.056	0.073	0.900	0.482	0.948
PIK3CD	NRAS	9606.ENSP00000366563	9606.ENSP00000358548	0	0	0	0	0.056	0.352	0.900	0.337	0.954
PIK3CD	BRAF	9606.ENSP00000366563	9606.ENSP00000419060	0	0	0	0	0.052	0.069	0	0.409	0.433
PIK3CD	GRB2	9606.ENSP00000366563	9606.ENSP00000376345	0	0	0	0	0.067	0	0.400	0.363	0.612
PIK3CD	PRKCB	9606.ENSP00000366563	9606.ENSP00000496129	0	0	0	0	0.127	0	0	0.593	0.629
PIK3CD	SOS1	9606.ENSP00000366563	9606.ENSP00000384675	0	0	0	0	0.073	0	0.500	0.270	0.632
PIK3CD	ALK	9606.ENSP00000366563	9606.ENSP00000373700	0	0	0	0	0	0.069	0.900	0.284	0.927
PIK3CD	RAF1	9606.ENSP00000366563	9606.ENSP00000401888	0	0	0	0	0.060	0.069	0.900	0.322	0.932
PIK3CD	JAK3	9606.ENSP00000366563	9606.ENSP00000432511	0	0	0	0	0.114	0.069	0.900	0.326	0.937
PIK3CD	AKT3	9606.ENSP00000366563	9606.ENSP00000500582	0	0	0	0	0	0.098	0.900	0.494	0.950
PIK3CD	AKT2	9606.ENSP00000366563	9606.ENSP00000375892	0	0	0	0	0.042	0.286	0.900	0.520	0.962
PIK3CD	HRAS	9606.ENSP00000366563	9606.ENSP00000407586	0	0	0	0	0.056	0.644	0.900	0.239	0.971
PIK3CD	PLCG2	9606.ENSP00000366563	9606.ENSP00000482457	0	0	0	0	0.103	0	0.900	0.743	0.974
PIK3CD	AKT1	9606.ENSP00000366563	9606.ENSP00000451828	0	0	0	0	0.042	0.098	0.900	0.757	0.976
PIK3CD	PIK3CB	9606.ENSP00000366563	9606.ENSP00000501150	0	0	0.060	0.956	0	0	0.900	0.983	0.998
PIK3CD	PIK3R1	9606.ENSP00000366563	9606.ENSP00000428056	0	0	0	0	0.042	0.987	0.914	0.995	0.999
PIK3R1	MAPK1	9606.ENSP00000428056	9606.ENSP00000215832	0	0	0	0	0.127	0	0	0.626	0.659
PIK3R1	SOS2	9606.ENSP00000428056	9606.ENSP00000216373	0	0	0	0	0.121	0.136	0	0.300	0.421
PIK3R1	PIK3R2	9606.ENSP00000428056	9606.ENSP00000222254	0	0	0.052	0.960	0.044	0.864	0.900	0.959	0.999
PIK3R1	HGF	9606.ENSP00000428056	9606.ENSP00000222390	0	0	0	0	0	0	0.400	0.203	0.501
PIK3R1	CCND1	9606.ENSP00000428056	9606.ENSP00000227507	0	0	0	0	0	0	0	0.474	0.474
PIK3R1	PLCG1	9606.ENSP00000428056	9606.ENSP00000244007	0	0	0	0.551	0.044	0.311	0.900	0.571	0.967
PIK3R1	KRAS	9606.ENSP00000428056	9606.ENSP00000256078	0	0	0	0	0.072	0.102	0.900	0.618	0.963
PIK3R1	CDK4	9606.ENSP00000428056	9606.ENSP00000257904	0	0	0	0	0.042	0	0	0.448	0.448
PIK3R1	PIK3R3	9606.ENSP00000428056	9606.ENSP00000262741	0	0	0.050	0.974	0.042	0.807	0.944	0.768	0.997
PIK3R1	MAPK3	9606.ENSP00000428056	9606.ENSP00000263025	0	0	0	0	0.115	0	0	0.445	0.488
PIK3R1	PIK3CA	9606.ENSP00000428056	9606.ENSP00000263967	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3R1	STAT3	9606.ENSP00000428056	9606.ENSP00000264657	0	0	0	0	0.050	0.421	0.500	0.740	0.918
PIK3R1	EGF	9606.ENSP00000428056	9606.ENSP00000265171	0	0	0	0	0	0.292	0.400	0.809	0.911
PIK3R1	CDK6	9606.ENSP00000428056	9606.ENSP00000265734	0	0	0	0	0.044	0	0	0.434	0.435
PIK3R1	TP53	9606.ENSP00000428056	9606.ENSP00000269305	0	0	0	0	0	0	0	0.853	0.853
PIK3R1	ERBB2	9606.ENSP00000428056	9606.ENSP00000269571	0	0	0	0	0	0.840	0.900	0.728	0.995
PIK3R1	EGFR	9606.ENSP00000428056	9606.ENSP00000275493	0	0	0	0	0.042	0.900	0.900	0.901	0.998
PIK3R1	ARAF	9606.ENSP00000428056	9606.ENSP00000290277	0	0	0	0	0.042	0.536	0	0.576	0.795
PIK3R1	STAT5B	9606.ENSP00000428056	9606.ENSP00000293328	0	0	0	0	0.095	0	0	0.585	0.609
PIK3R1	MAP2K1	9606.ENSP00000428056	9606.ENSP00000302486	0	0	0	0	0.044	0	0	0.499	0.501
PIK3R1	MET	9606.ENSP00000428056	9606.ENSP00000317272	0	0	0	0	0	0.197	0.650	0.582	0.872
PIK3R1	EML4	9606.ENSP00000428056	9606.ENSP00000320663	0	0	0	0	0.049	0	0.900	0.201	0.917
PIK3R1	FOXO3	9606.ENSP00000428056	9606.ENSP00000339527	0	0	0	0	0.083	0	0	0.488	0.510
PIK3R1	STAT5A	9606.ENSP00000428056	9606.ENSP00000341208	0	0	0	0	0.044	0	0	0.579	0.580
PIK3R1	PDPK1	9606.ENSP00000428056	9606.ENSP00000344220	0	0	0	0	0.067	0	0.900	0.540	0.953
PIK3R1	NRAS	9606.ENSP00000428056	9606.ENSP00000358548	0	0	0	0	0.042	0.143	0.900	0.533	0.956
PIK3R1	PIK3CD	9606.ENSP00000428056	9606.ENSP00000366563	0	0	0	0	0.042	0.987	0.914	0.995	0.999
PIK3R1	ALK	9606.ENSP00000428056	9606.ENSP00000373700	0	0	0	0	0	0.378	0.900	0.606	0.973
PIK3R1	AKT2	9606.ENSP00000428056	9606.ENSP00000375892	0	0	0	0	0.066	0.093	0.900	0.789	0.979
PIK3R1	GRB2	9606.ENSP00000428056	9606.ENSP00000376345	0	0	0	0	0.042	0.921	0.400	0.975	0.998
PIK3R1	SOS1	9606.ENSP00000428056	9606.ENSP00000384675	0	0	0	0	0.144	0.613	0.500	0.612	0.927
PIK3R1	CDKN1A	9606.ENSP00000428056	9606.ENSP00000384849	0	0	0	0	0	0	0.400	0.321	0.575
PIK3R1	RAF1	9606.ENSP00000428056	9606.ENSP00000401888	0	0	0	0	0.042	0.263	0.900	0.303	0.944
PIK3R1	TGFA	9606.ENSP00000428056	9606.ENSP00000404131	0	0	0	0	0	0	0.400	0.198	0.498
PIK3R1	HRAS	9606.ENSP00000428056	9606.ENSP00000407586	0	0	0	0	0	0.688	0.900	0.707	0.990
PIK3R1	CDKN2A	9606.ENSP00000428056	9606.ENSP00000418915	0	0	0	0	0.042	0	0	0.525	0.525
PIK3R1	BRAF	9606.ENSP00000428056	9606.ENSP00000419060	0	0	0	0	0.049	0.093	0	0.574	0.600
PIK3R1	RXRA	9606.ENSP00000428056	9606.ENSP00000419692	0	0	0	0	0.042	0.309	0	0.270	0.475
PIK3R1	PRKCB	9606.ENSP00000428056	9606.ENSP00000496129	0	0	0	0	0.062	0	0	0.504	0.515
PIK3R1	JAK3	9606.ENSP00000428056	9606.ENSP00000432511	0	0	0	0	0	0.093	0.900	0.314	0.932
PIK3R1	AKT3	9606.ENSP00000428056	9606.ENSP00000500582	0	0	0	0	0.071	0.093	0.900	0.768	0.977
PIK3R1	PLCG2	9606.ENSP00000428056	9606.ENSP00000482457	0	0	0	0.553	0.049	0.616	0.900	0.503	0.979
PIK3R1	AKT1	9606.ENSP00000428056	9606.ENSP00000451828	0	0	0	0	0.058	0.558	0.900	0.913	0.995
PIK3R1	PIK3CB	9606.ENSP00000428056	9606.ENSP00000501150	0	0	0	0	0.049	0.936	0.914	0.996	0.999
PIK3R2	MAPK3	9606.ENSP00000222254	9606.ENSP00000263025	0	0	0	0	0.173	0	0	0.315	0.409
PIK3R2	HGF	9606.ENSP00000222254	9606.ENSP00000222390	0	0	0	0	0	0	0.400	0.136	0.459
PIK3R2	CCND1	9606.ENSP00000222254	9606.ENSP00000227507	0	0	0	0	0.043	0	0	0.461	0.462
PIK3R2	EGF	9606.ENSP00000222254	9606.ENSP00000265171	0	0	0	0	0	0	0	0.579	0.579
PIK3R2	SOS1	9606.ENSP00000222254	9606.ENSP00000384675	0	0	0	0	0	0	0.500	0.258	0.613
PIK3R2	STAT3	9606.ENSP00000222254	9606.ENSP00000264657	0	0	0	0	0.042	0.421	0	0.542	0.724
PIK3R2	MET	9606.ENSP00000222254	9606.ENSP00000317272	0	0	0	0	0	0.197	0.650	0.240	0.768
PIK3R2	GRB2	9606.ENSP00000222254	9606.ENSP00000376345	0	0	0	0.627	0.042	0.605	0.400	0.182	0.789
PIK3R2	EML4	9606.ENSP00000222254	9606.ENSP00000320663	0	0	0	0	0.044	0	0.900	0.116	0.908
PIK3R2	PLCG2	9606.ENSP00000222254	9606.ENSP00000482457	0	0	0	0.552	0.042	0.046	0.900	0.134	0.910
PIK3R2	JAK3	9606.ENSP00000222254	9606.ENSP00000432511	0	0	0	0	0	0.176	0.900	0.170	0.925
PIK3R2	RAF1	9606.ENSP00000222254	9606.ENSP00000401888	0	0	0	0	0.082	0.093	0.900	0.206	0.925
PIK3R2	PLCG1	9606.ENSP00000222254	9606.ENSP00000244007	0	0	0	0.551	0.059	0.046	0.900	0.276	0.926
PIK3R2	ALK	9606.ENSP00000222254	9606.ENSP00000373700	0	0	0	0	0	0.180	0.900	0.188	0.927
PIK3R2	HRAS	9606.ENSP00000222254	9606.ENSP00000407586	0	0	0	0	0.059	0.065	0.900	0.305	0.930
PIK3R2	NRAS	9606.ENSP00000222254	9606.ENSP00000358548	0	0	0	0	0.042	0.065	0.900	0.345	0.933
PIK3R2	PDPK1	9606.ENSP00000222254	9606.ENSP00000344220	0	0	0	0	0.066	0	0.900	0.460	0.945
PIK3R2	KRAS	9606.ENSP00000222254	9606.ENSP00000256078	0	0	0	0	0.047	0.147	0.900	0.417	0.946
PIK3R2	AKT2	9606.ENSP00000222254	9606.ENSP00000375892	0	0	0	0	0.074	0.093	0.900	0.615	0.963
PIK3R2	AKT3	9606.ENSP00000222254	9606.ENSP00000500582	0	0	0	0	0.067	0.093	0.900	0.657	0.967
PIK3R2	AKT1	9606.ENSP00000222254	9606.ENSP00000451828	0	0	0	0	0.128	0.093	0.900	0.677	0.971
PIK3R2	ERBB2	9606.ENSP00000222254	9606.ENSP00000269571	0	0	0	0	0.049	0.794	0.900	0.365	0.985
PIK3R2	EGFR	9606.ENSP00000222254	9606.ENSP00000275493	0	0	0	0	0.044	0.848	0.900	0.623	0.993
PIK3R2	PIK3R3	9606.ENSP00000222254	9606.ENSP00000262741	0	0	0.049	0.971	0.049	0.835	0.900	0.957	0.999
PIK3R2	PIK3R1	9606.ENSP00000222254	9606.ENSP00000428056	0	0	0.052	0.960	0.044	0.864	0.900	0.959	0.999
PIK3R2	PIK3CB	9606.ENSP00000222254	9606.ENSP00000501150	0	0	0	0	0	0.916	0.914	0.996	0.999
PIK3R2	PIK3CD	9606.ENSP00000222254	9606.ENSP00000366563	0	0	0	0	0.042	0.563	0.914	0.996	0.999
PIK3R2	PIK3CA	9606.ENSP00000222254	9606.ENSP00000263967	0	0	0	0	0	0.881	0.922	0.996	0.999
PIK3R3	PIK3R2	9606.ENSP00000262741	9606.ENSP00000222254	0	0	0.049	0.971	0.049	0.835	0.900	0.957	0.999
PIK3R3	PLCG1	9606.ENSP00000262741	9606.ENSP00000244007	0	0	0	0.561	0	0.046	0.900	0.257	0.922
PIK3R3	KRAS	9606.ENSP00000262741	9606.ENSP00000256078	0	0	0	0	0	0.065	0.900	0.535	0.952
PIK3R3	TP53	9606.ENSP00000262741	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.348	0.518
PIK3R3	STAT3	9606.ENSP00000262741	9606.ENSP00000264657	0	0	0	0	0	0.421	0	0.316	0.587
PIK3R3	GRB2	9606.ENSP00000262741	9606.ENSP00000376345	0	0	0	0.613	0	0.338	0.400	0.202	0.655
PIK3R3	MET	9606.ENSP00000262741	9606.ENSP00000317272	0	0	0	0	0	0.197	0.650	0.490	0.844
PIK3R3	EML4	9606.ENSP00000262741	9606.ENSP00000320663	0	0	0	0	0	0	0.900	0	0.900
PIK3R3	PLCG2	9606.ENSP00000262741	9606.ENSP00000482457	0	0	0	0.570	0	0.046	0.900	0.130	0.909
PIK3R3	RAF1	9606.ENSP00000262741	9606.ENSP00000401888	0	0	0	0	0.049	0.093	0.900	0.120	0.913
PIK3R3	JAK3	9606.ENSP00000262741	9606.ENSP00000432511	0	0	0	0	0	0.093	0.900	0.123	0.913
PIK3R3	ALK	9606.ENSP00000262741	9606.ENSP00000373700	0	0	0	0	0	0.093	0.900	0.134	0.914
PIK3R3	HRAS	9606.ENSP00000262741	9606.ENSP00000407586	0	0	0	0	0	0.065	0.900	0.232	0.922
PIK3R3	NRAS	9606.ENSP00000262741	9606.ENSP00000358548	0	0	0	0	0.049	0.065	0.900	0.242	0.923
PIK3R3	PDPK1	9606.ENSP00000262741	9606.ENSP00000344220	0	0	0	0	0.049	0	0.900	0.424	0.940
PIK3R3	AKT2	9606.ENSP00000262741	9606.ENSP00000375892	0	0	0	0	0.051	0.093	0.900	0.528	0.953
PIK3R3	AKT1	9606.ENSP00000262741	9606.ENSP00000451828	0	0	0	0	0.051	0.093	0.900	0.610	0.962
PIK3R3	AKT3	9606.ENSP00000262741	9606.ENSP00000500582	0	0	0	0	0.051	0.093	0.900	0.733	0.973
PIK3R3	ERBB2	9606.ENSP00000262741	9606.ENSP00000269571	0	0	0	0	0.044	0.440	0.900	0.593	0.975
PIK3R3	EGFR	9606.ENSP00000262741	9606.ENSP00000275493	0	0	0	0	0	0.810	0.900	0.554	0.990
PIK3R3	PIK3R1	9606.ENSP00000262741	9606.ENSP00000428056	0	0	0.050	0.974	0.042	0.807	0.944	0.768	0.997
PIK3R3	PIK3CA	9606.ENSP00000262741	9606.ENSP00000263967	0	0	0	0	0	0.881	0.944	0.994	0.999
PIK3R3	PIK3CD	9606.ENSP00000262741	9606.ENSP00000366563	0	0	0	0	0	0.610	0.914	0.996	0.999
PIK3R3	PIK3CB	9606.ENSP00000262741	9606.ENSP00000501150	0	0	0	0	0	0.857	0.914	0.996	0.999
PLCG1	MAPK1	9606.ENSP00000244007	9606.ENSP00000215832	0	0	0	0	0.049	0	0	0.767	0.769
PLCG1	SOS2	9606.ENSP00000244007	9606.ENSP00000216373	0	0	0	0	0	0.552	0	0.422	0.730
PLCG1	PIK3R2	9606.ENSP00000244007	9606.ENSP00000222254	0	0	0	0.551	0.059	0.046	0.900	0.276	0.926
PLCG1	STAT5B	9606.ENSP00000244007	9606.ENSP00000293328	0	0	0	0	0.060	0	0	0.418	0.429
PLCG1	STAT3	9606.ENSP00000244007	9606.ENSP00000264657	0	0	0	0	0.049	0	0	0.454	0.459
PLCG1	TP53	9606.ENSP00000244007	9606.ENSP00000269305	0	0	0	0	0	0.164	0	0.396	0.473
PLCG1	KRAS	9606.ENSP00000244007	9606.ENSP00000256078	0	0	0	0	0.049	0	0	0.534	0.538
PLCG1	TGFA	9606.ENSP00000244007	9606.ENSP00000404131	0	0	0	0	0	0	0.500	0.244	0.605
PLCG1	EGF	9606.ENSP00000244007	9606.ENSP00000265171	0	0	0	0	0	0.046	0.500	0.514	0.747
PLCG1	MAPK3	9606.ENSP00000244007	9606.ENSP00000263025	0	0	0	0	0.060	0	0.400	0.605	0.758
PLCG1	AKT1	9606.ENSP00000244007	9606.ENSP00000451828	0	0	0	0	0.062	0.292	0	0.707	0.788
PLCG1	PRKCG	9606.ENSP00000244007	9606.ENSP00000263431	0	0	0	0	0	0	0.900	0.222	0.918
PLCG1	PIK3R3	9606.ENSP00000244007	9606.ENSP00000262741	0	0	0	0.561	0	0.046	0.900	0.257	0.922
PLCG1	PIK3CB	9606.ENSP00000244007	9606.ENSP00000501150	0	0	0	0	0	0	0.900	0.271	0.924
PLCG1	PIK3CD	9606.ENSP00000244007	9606.ENSP00000366563	0	0	0	0	0.050	0	0.900	0.293	0.927
PLCG1	EML4	9606.ENSP00000244007	9606.ENSP00000320663	0	0	0	0	0.082	0	0.900	0.374	0.937
PLCG1	PRKCB	9606.ENSP00000244007	9606.ENSP00000496129	0	0	0	0	0	0	0.900	0.543	0.952
PLCG1	SOS1	9606.ENSP00000244007	9606.ENSP00000384675	0	0	0	0	0.060	0.751	0.500	0.676	0.957
PLCG1	PRKCA	9606.ENSP00000244007	9606.ENSP00000408695	0	0	0	0	0.072	0	0.900	0.592	0.958
PLCG1	MET	9606.ENSP00000244007	9606.ENSP00000317272	0	0	0	0	0.063	0.152	0.900	0.610	0.964
PLCG1	PLCG2	9606.ENSP00000244007	9606.ENSP00000482457	0	0	0.070	0.939	0.042	0.387	0.900	0.448	0.964
PLCG1	PIK3R1	9606.ENSP00000244007	9606.ENSP00000428056	0	0	0	0.551	0.044	0.311	0.900	0.571	0.967
PLCG1	PIK3CA	9606.ENSP00000244007	9606.ENSP00000263967	0	0	0	0	0.049	0.510	0.900	0.500	0.973
